"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"OECD","FDISTOCK","OUTWARD","PC_GDP","A","2005",28.132559281106,
"OECD","FDISTOCK","OUTWARD","PC_GDP","A","2006",33.06009282823,
"OECD","FDISTOCK","OUTWARD","PC_GDP","A","2007",36.779573774968,
"OECD","FDISTOCK","OUTWARD","PC_GDP","A","2008",28.41474655888,
"OECD","FDISTOCK","OUTWARD","PC_GDP","A","2009",36.400319258772,
"OECD","FDISTOCK","OUTWARD","PC_GDP","A","2010",37.547800123132,
"OECD","FDISTOCK","OUTWARD","PC_GDP","A","2011",35.064076395396,
"OECD","FDISTOCK","OUTWARD","PC_GDP","A","2012",37.652100004425,
"OECD","FDISTOCK","OUTWARD","PC_GDP","A","2013",41.048207554415,
"OECD","FDISTOCK","OUTWARD","PC_GDP","A","2014",40.478477417358,
"OECD","FDISTOCK","OUTWARD","PC_GDP","A","2015",43.579570749746,
"OECD","FDISTOCK","OUTWARD","PC_GDP","A","2016",44.571576209267,
"OECD","FDISTOCK","OUTWARD","PC_GDP","A","2017",49.994987987739,
"OECD","FDISTOCK","OUTWARD","PC_GDP","A","2018",43.905615374758,
"OECD","FDISTOCK","OUTWARD","PC_GDP","A","2019",48.296546837146,
"LVA","FDISTOCK","INWARD","MLN_USD","A","2005",4907.3964846054,
"LVA","FDISTOCK","INWARD","MLN_USD","A","2006",7509.5482681417,
"LVA","FDISTOCK","INWARD","MLN_USD","A","2007",10992.197850729,
"LVA","FDISTOCK","INWARD","MLN_USD","A","2008",11309.672929715,
"LVA","FDISTOCK","INWARD","MLN_USD","A","2009",11519.953897133,
"LVA","FDISTOCK","INWARD","MLN_USD","A","2010",10868.519508284,
"LVA","FDISTOCK","INWARD","MLN_USD","A","2011",12062.362530728,
"LVA","FDISTOCK","INWARD","MLN_USD","A","2012",13488.126649077,
"LVA","FDISTOCK","INWARD","MLN_USD","A","2013",15905.392359675,
"LVA","FDISTOCK","INWARD","MLN_USD","A","2014",15117.154303751,
"LVA","FDISTOCK","INWARD","MLN_USD","A","2015",14729.450190528,
"LVA","FDISTOCK","INWARD","MLN_USD","A","2016",14316.433013598,
"LVA","FDISTOCK","INWARD","MLN_USD","A","2017",17542.576157352,
"LVA","FDISTOCK","INWARD","MLN_USD","A","2018",17406.68651248,
"LVA","FDISTOCK","INWARD","MLN_USD","A","2019",17946.528869917,
"LVA","FDISTOCK","OUTWARD","MLN_USD","A","2005",279.58004010853,
"LVA","FDISTOCK","OUTWARD","MLN_USD","A","2006",478.07190833663,
"LVA","FDISTOCK","OUTWARD","MLN_USD","A","2007",939.20211982924,
"LVA","FDISTOCK","OUTWARD","MLN_USD","A","2008",1031.3152400835,
"LVA","FDISTOCK","OUTWARD","MLN_USD","A","2009",891.80233395764,
"LVA","FDISTOCK","OUTWARD","MLN_USD","A","2010",893.90700160342,
"LVA","FDISTOCK","OUTWARD","MLN_USD","A","2011",864.27739681718,
"LVA","FDISTOCK","OUTWARD","MLN_USD","A","2012",1113.4564643799,
"LVA","FDISTOCK","OUTWARD","MLN_USD","A","2013",1599.7793407806,
"LVA","FDISTOCK","OUTWARD","MLN_USD","A","2014",1493.2621099915,
"LVA","FDISTOCK","OUTWARD","MLN_USD","A","2015",1553.6200326619,
"LVA","FDISTOCK","OUTWARD","MLN_USD","A","2016",1634.8687677875,
"LVA","FDISTOCK","OUTWARD","MLN_USD","A","2017",1930.9186855361,
"LVA","FDISTOCK","OUTWARD","MLN_USD","A","2018",2007.0986947561,
"LVA","FDISTOCK","OUTWARD","MLN_USD","A","2019",1761.4019321501,
"LVA","FDISTOCK","INWARD","PC_GDP","A","2005",29.022393308921,
"LVA","FDISTOCK","INWARD","PC_GDP","A","2006",35.030616399334,
"LVA","FDISTOCK","INWARD","PC_GDP","A","2007",35.573801204313,
"LVA","FDISTOCK","INWARD","PC_GDP","A","2008",31.718938323573,
"LVA","FDISTOCK","INWARD","PC_GDP","A","2009",43.879855169742,
"LVA","FDISTOCK","INWARD","PC_GDP","A","2010",45.658566488197,
"LVA","FDISTOCK","INWARD","PC_GDP","A","2011",42.33789457868,
"LVA","FDISTOCK","INWARD","PC_GDP","A","2012",47.869958224473,
"LVA","FDISTOCK","INWARD","PC_GDP","A","2013",52.540556013276,
"LVA","FDISTOCK","INWARD","PC_GDP","A","2014",48.106115284685,
"LVA","FDISTOCK","INWARD","PC_GDP","A","2015",54.350409730038,
"LVA","FDISTOCK","INWARD","PC_GDP","A","2016",51.585172823111,
"LVA","FDISTOCK","INWARD","PC_GDP","A","2017",57.947927715628,
"LVA","FDISTOCK","INWARD","PC_GDP","A","2018",50.727799849274,
"LVA","FDISTOCK","INWARD","PC_GDP","A","2019",52.602584238792,
"LVA","FDISTOCK","OUTWARD","PC_GDP","A","2005",1.6534392341861,
"LVA","FDISTOCK","OUTWARD","PC_GDP","A","2006",2.2301146532723,
"LVA","FDISTOCK","OUTWARD","PC_GDP","A","2007",3.0395185708251,
"LVA","FDISTOCK","OUTWARD","PC_GDP","A","2008",2.8924111860407,
"LVA","FDISTOCK","OUTWARD","PC_GDP","A","2009",3.3969022448812,
"LVA","FDISTOCK","OUTWARD","PC_GDP","A","2010",3.7552964077459,
"LVA","FDISTOCK","OUTWARD","PC_GDP","A","2011",3.0335421622395,
"LVA","FDISTOCK","OUTWARD","PC_GDP","A","2012",3.9517062540544,
"LVA","FDISTOCK","OUTWARD","PC_GDP","A","2013",5.2845785984045,
"LVA","FDISTOCK","OUTWARD","PC_GDP","A","2014",4.7518889977645,
"LVA","FDISTOCK","OUTWARD","PC_GDP","A","2015",5.7327248639783,
"LVA","FDISTOCK","OUTWARD","PC_GDP","A","2016",5.8907821417054,
"LVA","FDISTOCK","OUTWARD","PC_GDP","A","2017",6.3783526097053,
"LVA","FDISTOCK","OUTWARD","PC_GDP","A","2018",5.8492293057802,
"LVA","FDISTOCK","OUTWARD","PC_GDP","A","2019",5.162797451579,
"WLD","FDISTOCK","INWARD","PC_GDP","A","2005",24.080249763904,
"WLD","FDISTOCK","INWARD","PC_GDP","A","2006",27.686039840305,
"WLD","FDISTOCK","INWARD","PC_GDP","A","2007",30.959321959109,
"WLD","FDISTOCK","INWARD","PC_GDP","A","2008",24.098341028806,
"WLD","FDISTOCK","INWARD","PC_GDP","A","2009",30.344596517804,
"WLD","FDISTOCK","INWARD","PC_GDP","A","2010",30.97204579713,
"WLD","FDISTOCK","INWARD","PC_GDP","A","2011",29.183719359531,
"WLD","FDISTOCK","INWARD","PC_GDP","A","2012",31.5351260914,
"WLD","FDISTOCK","INWARD","PC_GDP","A","2013",33.634846268411,
"WLD","FDISTOCK","INWARD","PC_GDP","A","2014",34.080635093635,
"WLD","FDISTOCK","INWARD","PC_GDP","A","2015",36.811689299754,
"WLD","FDISTOCK","INWARD","PC_GDP","A","2016",38.641157495201,
"WLD","FDISTOCK","INWARD","PC_GDP","A","2017",41.989157904872,
"WLD","FDISTOCK","INWARD","PC_GDP","A","2018",39.270144731434,
"WLD","FDISTOCK","INWARD","PC_GDP","A","2019",42.706772396272,
"WLD","FDISTOCK","OUTWARD","PC_GDP","A","2005",24.75116438007,
"WLD","FDISTOCK","OUTWARD","PC_GDP","A","2006",28.821036778308,
"WLD","FDISTOCK","OUTWARD","PC_GDP","A","2007",31.76500371185,
"WLD","FDISTOCK","OUTWARD","PC_GDP","A","2008",24.198444430426,
"WLD","FDISTOCK","OUTWARD","PC_GDP","A","2009",30.591389071051,
"WLD","FDISTOCK","OUTWARD","PC_GDP","A","2010",30.578371145635,
"WLD","FDISTOCK","OUTWARD","PC_GDP","A","2011",28.150537843144,
"WLD","FDISTOCK","OUTWARD","PC_GDP","A","2012",29.989115118802,
"WLD","FDISTOCK","OUTWARD","PC_GDP","A","2013",32.164669716123,
"WLD","FDISTOCK","OUTWARD","PC_GDP","A","2014",32.202701702031,
"WLD","FDISTOCK","OUTWARD","PC_GDP","A","2015",34.888679754808,
"WLD","FDISTOCK","OUTWARD","PC_GDP","A","2016",36.449389133126,
"WLD","FDISTOCK","OUTWARD","PC_GDP","A","2017",40.540751329989,
"WLD","FDISTOCK","OUTWARD","PC_GDP","A","2018",36.293660077905,
"WLD","FDISTOCK","OUTWARD","PC_GDP","A","2019",39.267629361514,
"LTU","FDISTOCK","INWARD","MLN_USD","A","2005",8449.569423145,
"LTU","FDISTOCK","INWARD","MLN_USD","A","2006",11619.583827209,
"LTU","FDISTOCK","INWARD","MLN_USD","A","2007",15655.822169881,
"LTU","FDISTOCK","INWARD","MLN_USD","A","2008",13268.990953375,
"LTU","FDISTOCK","INWARD","MLN_USD","A","2009",14712.879988474,
"LTU","FDISTOCK","INWARD","MLN_USD","A","2010",15338.869588455,
"LTU","FDISTOCK","INWARD","MLN_USD","A","2011",16027.480916031,
"LTU","FDISTOCK","INWARD","MLN_USD","A","2012",17573.601583113,
"LTU","FDISTOCK","INWARD","MLN_USD","A","2013",19322.976141222,
"LTU","FDISTOCK","INWARD","MLN_USD","A","2014",16699.477965279,
"LTU","FDISTOCK","INWARD","MLN_USD","A","2015",15846.118671747,
"LTU","FDISTOCK","INWARD","MLN_USD","A","2016",16047.728470539,
"LTU","FDISTOCK","INWARD","MLN_USD","A","2017",19555.061165747,
"LTU","FDISTOCK","INWARD","MLN_USD","A","2018",19500.526677353,
"LTU","FDISTOCK","INWARD","MLN_USD","A","2019",20409.874185576,
"LTU","FDISTOCK","OUTWARD","MLN_USD","A","2005",732.71204435531,
"LTU","FDISTOCK","OUTWARD","MLN_USD","A","2006",1081.9438956934,
"LTU","FDISTOCK","OUTWARD","MLN_USD","A","2007",1575.2981009863,
"LTU","FDISTOCK","OUTWARD","MLN_USD","A","2008",2106.5553235908,
"LTU","FDISTOCK","OUTWARD","MLN_USD","A","2009",2841.5790231955,
"LTU","FDISTOCK","OUTWARD","MLN_USD","A","2010",2646.8733297702,
"LTU","FDISTOCK","OUTWARD","MLN_USD","A","2011",3248.6350109975,
"LTU","FDISTOCK","OUTWARD","MLN_USD","A","2012",3854.3403693931,
"LTU","FDISTOCK","OUTWARD","MLN_USD","A","2013",4005.1165356503,
"LTU","FDISTOCK","OUTWARD","MLN_USD","A","2014",3515.9281291732,
"LTU","FDISTOCK","OUTWARD","MLN_USD","A","2015",3532.4986390855,
"LTU","FDISTOCK","OUTWARD","MLN_USD","A","2016",3542.637293138,
"LTU","FDISTOCK","OUTWARD","MLN_USD","A","2017",4137.4790117534,
"LTU","FDISTOCK","OUTWARD","MLN_USD","A","2018",4642.8440577055,
"LTU","FDISTOCK","OUTWARD","MLN_USD","A","2019",4667.1422152325,
"LTU","FDISTOCK","INWARD","PC_GDP","A","2005",32.322558941545,
"LTU","FDISTOCK","INWARD","PC_GDP","A","2006",38.464617002529,
"LTU","FDISTOCK","INWARD","PC_GDP","A","2007",39.403955969256,
"LTU","FDISTOCK","INWARD","PC_GDP","A","2008",27.70392948297,
"LTU","FDISTOCK","INWARD","PC_GDP","A","2009",39.29795692888,
"LTU","FDISTOCK","INWARD","PC_GDP","A","2010",41.417785007101,
"LTU","FDISTOCK","INWARD","PC_GDP","A","2011",36.873519630312,
"LTU","FDISTOCK","INWARD","PC_GDP","A","2012",41.019085214712,
"LTU","FDISTOCK","INWARD","PC_GDP","A","2013",41.606594321148,
"LTU","FDISTOCK","INWARD","PC_GDP","A","2014",34.413464875075,
"LTU","FDISTOCK","INWARD","PC_GDP","A","2015",38.267329980794,
"LTU","FDISTOCK","INWARD","PC_GDP","A","2016",37.275914424079,
"LTU","FDISTOCK","INWARD","PC_GDP","A","2017",40.952235802356,
"LTU","FDISTOCK","INWARD","PC_GDP","A","2018",36.480130422023,
"LTU","FDISTOCK","INWARD","PC_GDP","A","2019",37.643190128932,
"LTU","FDISTOCK","OUTWARD","PC_GDP","A","2005",2.8028798930253,
"LTU","FDISTOCK","OUTWARD","PC_GDP","A","2006",3.5815876183637,
"LTU","FDISTOCK","OUTWARD","PC_GDP","A","2007",3.9648493918853,
"LTU","FDISTOCK","OUTWARD","PC_GDP","A","2008",4.3982138763831,
"LTU","FDISTOCK","OUTWARD","PC_GDP","A","2009",7.5898294658167,
"LTU","FDISTOCK","OUTWARD","PC_GDP","A","2010",7.1470475631376,
"LTU","FDISTOCK","OUTWARD","PC_GDP","A","2011",7.473950989386,
"LTU","FDISTOCK","OUTWARD","PC_GDP","A","2012",8.9965346779322,
"LTU","FDISTOCK","OUTWARD","PC_GDP","A","2013",8.6238919765693,
"LTU","FDISTOCK","OUTWARD","PC_GDP","A","2014",7.2454521888744,
"LTU","FDISTOCK","OUTWARD","PC_GDP","A","2015",8.5307508973544,
"LTU","FDISTOCK","OUTWARD","PC_GDP","A","2016",8.2288932553285,
"LTU","FDISTOCK","OUTWARD","PC_GDP","A","2017",8.6647141975406,
"LTU","FDISTOCK","OUTWARD","PC_GDP","A","2018",8.6854862720661,
"LTU","FDISTOCK","OUTWARD","PC_GDP","A","2019",8.607898322613,
"COL","FDISTOCK","INWARD","MLN_USD","A","2005",36986.559345809,
"COL","FDISTOCK","INWARD","MLN_USD","A","2006",45405.683243671,
"COL","FDISTOCK","INWARD","MLN_USD","A","2007",56463.495356913,
"COL","FDISTOCK","INWARD","MLN_USD","A","2008",67266.211270913,
"COL","FDISTOCK","INWARD","MLN_USD","A","2009",75986.062154328,
"COL","FDISTOCK","INWARD","MLN_USD","A","2010",82990.630891502,
"COL","FDISTOCK","INWARD","MLN_USD","A","2011",97378.751640674,
"COL","FDISTOCK","INWARD","MLN_USD","A","2012",112949.36153877,
"COL","FDISTOCK","INWARD","MLN_USD","A","2013",128212.87550492,
"COL","FDISTOCK","INWARD","MLN_USD","A","2014",141810.49972215,
"COL","FDISTOCK","INWARD","MLN_USD","A","2015",149174.47179247,
"COL","FDISTOCK","INWARD","MLN_USD","A","2016",164521.49529494,
"COL","FDISTOCK","INWARD","MLN_USD","A","2017",179564.33852017,
"COL","FDISTOCK","INWARD","MLN_USD","A","2018",189293.58864938,
"COL","FDISTOCK","INWARD","MLN_USD","A","2019",205968.64976053,
"COL","FDISTOCK","OUTWARD","MLN_USD","A","2005",9098.3240020003,
"COL","FDISTOCK","OUTWARD","MLN_USD","A","2006",10366.08070465,
"COL","FDISTOCK","OUTWARD","MLN_USD","A","2007",11644.87709544,
"COL","FDISTOCK","OUTWARD","MLN_USD","A","2008",14730.00146358,
"COL","FDISTOCK","OUTWARD","MLN_USD","A","2009",18234.65936655,
"COL","FDISTOCK","OUTWARD","MLN_USD","A","2010",23717.31814825,
"COL","FDISTOCK","OUTWARD","MLN_USD","A","2011",32137.14361299,
"COL","FDISTOCK","OUTWARD","MLN_USD","A","2012",31530.9415202,
"COL","FDISTOCK","OUTWARD","MLN_USD","A","2013",39183.02212335,
"COL","FDISTOCK","OUTWARD","MLN_USD","A","2014",43081.9636574,
"COL","FDISTOCK","OUTWARD","MLN_USD","A","2015",47299.700093399,
"COL","FDISTOCK","OUTWARD","MLN_USD","A","2016",51817.052013425,
"COL","FDISTOCK","OUTWARD","MLN_USD","A","2017",55506.616087969,
"COL","FDISTOCK","OUTWARD","MLN_USD","A","2018",60632.933808941,
"COL","FDISTOCK","OUTWARD","MLN_USD","A","2019",63862.694476,
"COL","FDISTOCK","INWARD","PC_GDP","A","2005",25.399507307971,
"COL","FDISTOCK","INWARD","PC_GDP","A","2006",28.094342633627,
"COL","FDISTOCK","INWARD","PC_GDP","A","2007",27.385295577453,
"COL","FDISTOCK","INWARD","PC_GDP","A","2008",27.774504430633,
"COL","FDISTOCK","INWARD","PC_GDP","A","2009",32.69654968951,
"COL","FDISTOCK","INWARD","PC_GDP","A","2010",28.960682967033,
"COL","FDISTOCK","INWARD","PC_GDP","A","2011",29.073152740108,
"COL","FDISTOCK","INWARD","PC_GDP","A","2012",30.451031401747,
"COL","FDISTOCK","INWARD","PC_GDP","A","2013",33.553382206329,
"COL","FDISTOCK","INWARD","PC_GDP","A","2014",37.209655563849,
"COL","FDISTOCK","INWARD","PC_GDP","A","2015",50.829207055589,
"COL","FDISTOCK","INWARD","PC_GDP","A","2016",58.170775318639,
"COL","FDISTOCK","INWARD","PC_GDP","A","2017",57.574133730031,
"COL","FDISTOCK","INWARD","PC_GDP","A","2018",56.747972802435,
"COL","FDISTOCK","INWARD","PC_GDP","A","2019",63.609286195342,
"COL","FDISTOCK","OUTWARD","PC_GDP","A","2005",6.2480249870898,
"COL","FDISTOCK","OUTWARD","PC_GDP","A","2006",6.4139156660496,
"COL","FDISTOCK","OUTWARD","PC_GDP","A","2007",5.6478685778473,
"COL","FDISTOCK","OUTWARD","PC_GDP","A","2008",6.0820801883091,
"COL","FDISTOCK","OUTWARD","PC_GDP","A","2009",7.8463132467476,
"COL","FDISTOCK","OUTWARD","PC_GDP","A","2010",8.2764731915065,
"COL","FDISTOCK","OUTWARD","PC_GDP","A","2011",9.5947839662075,
"COL","FDISTOCK","OUTWARD","PC_GDP","A","2012",8.5007093203329,
"COL","FDISTOCK","OUTWARD","PC_GDP","A","2013",10.254219103396,
"COL","FDISTOCK","OUTWARD","PC_GDP","A","2014",11.304276001051,
"COL","FDISTOCK","OUTWARD","PC_GDP","A","2015",16.116740490688,
"COL","FDISTOCK","OUTWARD","PC_GDP","A","2016",18.321241762017,
"COL","FDISTOCK","OUTWARD","PC_GDP","A","2017",17.797216105865,
"COL","FDISTOCK","OUTWARD","PC_GDP","A","2018",18.177034432449,
"COL","FDISTOCK","OUTWARD","PC_GDP","A","2019",19.722712242142,
